,iteration,visit,item_id_list,visitor_id,reward,total_reward,fraction_relevant,percentage_overlap_rating,percentage_overlap_like
38,0,38,[318 168 568 176 228],222,5,125,3.2051282051282053,0.0,0.0
39,0,39,[161 144 228  98 100],757,3,128,3.2,0.0,20.0
40,0,40,[318 168 568 176 228],682,4,132,3.2195121951219514,0.0,0.0
41,0,41,[286   4  22   7 153],823,5,137,3.261904761904762,0.0,0.0
42,0,42,[  8 125 268 118 210],1,2,139,3.2325581395348837,0.0,0.0
43,0,43,[195 135 496 182 357],407,4,143,3.25,0.0,0.0
44,0,44,[216 183 234 222 678],916,3,146,3.2444444444444445,0.0,0.0
45,0,45,[ 28 153 475 403  89],267,5,151,3.282608695652174,0.0,0.0
46,0,46,[176   4  28 168  98],747,5,156,3.3191489361702127,0.0,0.0
47,0,47,[135 132 271 111 333],435,1,157,3.2708333333333335,0.0,0.0
48,0,48,[ 89   4 168 216  98],592,5,162,3.306122448979592,0.0,0.0
49,0,49,[176 742 508 405 597],303,4,166,3.32,0.0,0.0
50,0,50,[385 323  70 228 546],393,1,167,3.2745098039215685,0.0,0.0
51,0,51,[161 121  95 475 182],429,2,169,3.25,0.0,0.0
52,0,52,[  7 385 237 197 427],606,4,173,3.2641509433962264,0.0,0.0
53,0,53,[ 11 216 153 300   7],177,4,177,3.2777777777777777,0.0,0.0
54,0,54,[ 28 176 237   4 508],429,2,179,3.2545454545454544,0.0,0.0
55,0,55,[234 135 202 180 173],592,5,184,3.2857142857142856,0.0,0.0
56,0,56,[302  70  12 294 546],425,2,186,3.263157894736842,20.0,0.0
57,0,57,[ 98 318 210  89 427],682,5,191,3.293103448275862,0.0,0.0
58,0,58,[ 98 318 210  89 427],889,5,196,3.3220338983050848,0.0,0.0
59,0,59,[318 161 215 273   1],933,1,197,3.283333333333333,0.0,0.0
60,0,60,[196  28 318 125 183],276,5,202,3.3114754098360657,0.0,0.0
61,0,61,[ 71  12 125 273 546],916,1,203,3.274193548387097,20.0,0.0
62,0,62,[186 268 161  69  95],244,4,207,3.2857142857142856,0.0,0.0
63,0,63,[ 50  15   7  22 271],459,5,212,3.3125,20.0,20.0
64,0,64,[234 182 168 427  89],391,4,216,3.3230769230769233,0.0,0.0
65,0,65,[313 181 748  88 143],393,3,219,3.3181818181818183,0.0,20.0
66,0,66,[210 742 168  98 234],500,2,221,3.298507462686567,0.0,0.0
67,0,67,[100 228 235 210 258],727,1,222,3.264705882352941,0.0,40.0
68,0,68,[273  56  82 235 210],399,1,223,3.2318840579710146,0.0,0.0
69,0,69,[183 318 678 271 228],472,5,228,3.257142857142857,0.0,0.0
70,0,70,[ 56 742 172 181 301],487,5,233,3.2816901408450705,0.0,40.0
71,0,71,[427  50 172 318  98],453,4,237,3.2916666666666665,20.0,40.0
72,0,72,[132 125 546 423 180],889,5,242,3.315068493150685,0.0,0.0
73,0,73,[ 96  28  50 313 603],363,5,247,3.3378378378378377,20.0,20.0
74,0,74,[  4  96  50 286 143],94,4,251,3.3466666666666667,20.0,20.0
75,0,75,[  4 182  50 286 143],456,1,252,3.3157894736842106,20.0,20.0
76,0,76,[357 185 127 313  50],592,5,257,3.3376623376623376,40.0,20.0
77,0,77,[ 98 143   1 597 183],268,2,259,3.3205128205128207,0.0,0.0
78,0,78,[269 216 186  88 176],305,4,263,3.329113924050633,0.0,0.0
79,0,79,[135 568  15   4 471],484,4,267,3.3375,0.0,0.0
80,0,80,[186   1 210 357 483],429,4,271,3.345679012345679,20.0,0.0
81,0,81,[174 168 300 143 204],130,4,275,3.3536585365853657,0.0,0.0
82,0,82,[202  79 174 210 121],456,1,276,3.325301204819277,0.0,0.0
83,0,83,[135 195   7 153 471],727,2,278,3.3095238095238093,0.0,0.0
84,0,84,[185 216  98 127  50],889,5,283,3.3294117647058825,40.0,20.0
85,0,85,[222 403 127   1 100],727,2,285,3.313953488372093,20.0,20.0
86,0,86,[357  50 172  98 318],425,4,289,3.32183908045977,20.0,40.0
87,0,87,[471 195 200 286 318],924,4,293,3.3295454545454546,0.0,0.0
88,0,88,[435 222 273  56 117],268,4,297,3.337078651685393,0.0,0.0
89,0,89,[ 71 216  79  96 196],715,4,301,3.3444444444444446,0.0,0.0
90,0,90,[427  50 475 195 471],130,3,304,3.340659340659341,20.0,20.0
91,0,91,[185  50 172 216 313],551,3,307,3.3369565217391304,20.0,40.0
92,0,92,[195 200  79 202  95],276,5,312,3.3548387096774195,0.0,0.0
93,0,93,[ 15 132 143 228 678],293,2,314,3.3404255319148937,0.0,0.0
94,0,94,[257 289 678 265 222],425,1,315,3.3157894736842106,0.0,0.0
95,0,95,[301 216 496 508 271],665,2,317,3.3020833333333335,0.0,0.0
96,0,96,[568  89 174 204 238],682,2,319,3.288659793814433,0.0,0.0
97,0,97,[483 172 100 182 153],806,4,323,3.295918367346939,20.0,40.0
98,0,98,[357 127 173  98 216],303,5,328,3.313131313131313,20.0,0.0
99,0,99,[127 237 427 168 508],391,4,332,3.32,20.0,0.0
100,0,100,[202 496  96   7 258],864,5,337,3.3366336633663365,0.0,20.0
101,0,101,[496 175 258 143 121],561,1,338,3.3137254901960786,0.0,20.0
102,0,102,[185 603 269 216  98],889,5,343,3.3300970873786406,0.0,0.0
103,0,103,[655 111 568  96 202],56,4,347,3.3365384615384617,0.0,0.0
104,0,104,[ 98 127 216 173 655],846,4,351,3.342857142857143,20.0,0.0
105,0,105,[  7   1 174 172 180],913,3,354,3.339622641509434,0.0,20.0
106,0,106,[197 273 117   1 313],606,4,358,3.3457943925233646,0.0,0.0
107,0,107,[196 180  89  82  11],933,4,362,3.3518518518518516,0.0,0.0
108,0,108,[216  98 173 269 357],327,3,365,3.3486238532110093,0.0,0.0
109,0,109,[173 357  98 603 127],303,5,370,3.3636363636363638,20.0,0.0
110,0,110,[173 357  98 603 127],276,5,375,3.3783783783783785,20.0,0.0
111,0,111,[173 357  98 603 127],391,5,380,3.392857142857143,20.0,0.0
112,0,112,[ 56 200 144 276 183],178,3,383,3.3893805309734515,0.0,0.0
113,0,113,[273 568 174  11 210],916,4,387,3.3947368421052633,0.0,0.0
114,0,114,[322 237 153 515 257],889,4,391,3.4,0.0,0.0
115,0,115,[  9 597 191 204  12],222,3,394,3.396551724137931,20.0,0.0
116,0,116,[597 385  97 235 174],246,0,394,3.3675213675213675,0.0,0.0
117,0,117,[127 173 357  98 603],592,5,399,3.3813559322033897,20.0,0.0
118,0,118,[127 173 357  98 603],468,5,404,3.3949579831932772,20.0,0.0
119,0,119,[127 173 357  98 603],663,4,408,3.4,20.0,0.0
120,0,120,[135 117 275 234 435],178,4,412,3.4049586776859506,0.0,0.0
121,0,121,[301 603 515 313  98],660,3,415,3.401639344262295,0.0,0.0
122,0,122,[313 127 357  98 603],407,4,419,3.4065040650406506,20.0,0.0
123,0,123,[313 357  98 603 185],870,5,424,3.4193548387096775,0.0,0.0
124,0,124,[176  28  89 195 172],178,5,429,3.432,0.0,20.0
125,0,125,[185 603 313  98 357],747,5,434,3.4444444444444446,0.0,0.0
126,0,126,[210 200  96   1 405],880,5,439,3.456692913385827,0.0,0.0
127,0,127,[200 172 215  70 258],109,3,442,3.453125,0.0,40.0
128,0,128,[185 603 313  98 357],551,5,447,3.4651162790697674,0.0,0.0
129,0,129,[ 25 118  11 265 603],94,3,450,3.4615384615384617,0.0,0.0
130,0,130,[121 265 216 161 173],606,5,455,3.4732824427480917,0.0,0.0
131,0,131,[185 603 313  98 357],201,5,460,3.484848484848485,0.0,0.0
132,0,132,[185 603 313  98 357],407,5,465,3.4962406015037595,0.0,0.0
133,0,133,[132  88 186  11  96],846,5,470,3.5074626865671643,0.0,0.0
134,0,134,[215 357 234 328  95],222,4,474,3.511111111111111,0.0,0.0
135,0,135,[ 79 151 282  11 180],276,5,479,3.5220588235294117,0.0,0.0
136,0,136,[127 135 258 273  12],268,3,482,3.5182481751824817,40.0,20.0
137,0,137,[483  98 216 204   1],933,2,484,3.5072463768115942,20.0,0.0
138,0,138,[282 328 603 185  98],363,2,486,3.4964028776978417,0.0,0.0
139,0,139,[153 181  12 423 323],276,4,490,3.5,20.0,20.0
140,0,140,[194 197  69 357  97],514,5,495,3.5106382978723403,0.0,0.0
141,0,141,[118  82  11 117   7],347,5,500,3.5211267605633805,0.0,0.0
142,0,142,[ 95 302  50 275 268],327,2,502,3.5104895104895104,20.0,20.0
143,0,143,[ 22 273 258  88 202],561,1,503,3.4930555555555554,0.0,20.0
144,0,144,[144 483 176 405 471],94,3,506,3.489655172413793,20.0,0.0
145,0,145,[  1 117 228  89 111],327,4,510,3.493150684931507,0.0,0.0
146,0,146,[175 186 313 144 546],299,2,512,3.4829931972789114,0.0,0.0
147,0,147,[258 182 183 111   7],747,4,516,3.4864864864864864,0.0,20.0
148,0,148,[603 151 357 194 185],889,4,520,3.48993288590604,0.0,0.0
149,0,149,[238 568 196 195 161],399,1,521,3.473333333333333,0.0,0.0
150,0,150,[273 588 271 175 143],327,2,523,3.4635761589403975,0.0,0.0
151,0,151,[185 194 588 603 357],303,5,528,3.473684210526316,0.0,0.0
152,0,152,[228 100 202 496 117],622,5,533,3.4836601307189543,0.0,20.0
153,0,153,[181 257 153 423  95],484,5,538,3.4935064935064934,0.0,20.0
154,0,154,[678 196 357 202  89],561,2,540,3.4838709677419355,0.0,0.0
155,0,155,[357 273 597 403 174],880,3,543,3.480769230769231,0.0,0.0
156,0,156,[ 70   8 301  79 323],592,3,546,3.477707006369427,0.0,0.0
157,0,157,[185 194 603 588  98],846,5,551,3.4873417721518987,0.0,0.0
158,0,158,[185 194 603 588  98],94,5,556,3.49685534591195,0.0,0.0
159,0,159,[546  12 237 172 235],399,1,557,3.48125,20.0,20.0
160,0,160,[276  79  98 265 127],608,3,560,3.4782608695652173,20.0,0.0
161,0,161,[ 96 273  82   8 568],363,2,562,3.4691358024691357,0.0,0.0
162,0,162,[143 475 173  95 200],268,4,566,3.4723926380368098,0.0,0.0
163,0,163,[197 204 127 234  70],608,5,571,3.481707317073171,20.0,0.0
164,0,164,[597 496 328 215 483],393,4,575,3.484848484848485,20.0,0.0
165,0,165,[235 258  88 228 111],551,4,579,3.4879518072289155,0.0,20.0
166,0,166,[216  15 228  69 210],913,2,581,3.4790419161676644,0.0,0.0
167,0,167,[427 202 204  12   9],291,5,586,3.488095238095238,20.0,0.0
168,0,168,[234 100 288 742 235],178,3,589,3.485207100591716,0.0,20.0
169,0,169,[176 282 202 276  88],758,3,592,3.4823529411764707,0.0,0.0
170,0,170,[257 143 423 183  22],896,4,596,3.4853801169590644,0.0,0.0
171,0,171,[179 471 125 182 257],249,3,599,3.4825581395348837,0.0,0.0
172,0,172,[603 179 194 288 588],880,5,604,3.491329479768786,0.0,0.0
173,0,173,[603 179 194 288 588],299,2,606,3.4827586206896552,0.0,0.0
174,0,174,[185 179 588  98 603],407,4,610,3.4857142857142858,0.0,0.0
175,0,175,[328 173 174 153 655],293,3,613,3.4829545454545454,0.0,0.0
176,0,176,[ 96  22 144 322 313],178,4,617,3.4858757062146895,0.0,0.0
177,0,177,[ 82 168 288 546 144],393,2,619,3.4775280898876404,0.0,0.0
178,0,178,[ 12  89 132 187  95],592,5,624,3.4860335195530725,20.0,0.0
179,0,179,[357 186 111  82 211],327,2,626,3.477777777777778,0.0,0.0
180,0,180,[185 588  98 603 357],456,3,629,3.4751381215469612,0.0,0.0
181,0,181,[185 603 357 127  98],747,5,634,3.4835164835164836,20.0,0.0
182,0,182,[234 202 313 117 187],896,3,637,3.480874316939891,0.0,0.0
183,0,183,[185 603 357 127  98],551,5,642,3.489130434782609,20.0,0.0
184,0,184,[  4 127  70 174 172],347,4,646,3.4918918918918918,20.0,20.0
185,0,185,[216 313  96   1 132],130,5,651,3.5,0.0,0.0
186,0,186,[185 603 357 127  98],201,5,656,3.5080213903743314,20.0,0.0
187,0,187,[144 271  82 294 328],758,4,660,3.5106382978723403,0.0,0.0
188,0,188,[185 603 357 127  98],747,5,665,3.5185185185185186,20.0,0.0
189,0,189,[185 603 357 127  98],608,5,670,3.526315789473684,20.0,0.0
190,0,190,[174  82 195 168 655],916,3,673,3.5235602094240837,0.0,0.0
191,0,191,[300  11 435  79 265],327,2,675,3.515625,0.0,0.0
192,0,192,[185 603 357 127  98],429,5,680,3.523316062176166,20.0,0.0
193,0,193,[300  56  79 180 257],425,3,683,3.520618556701031,0.0,0.0
194,0,194,[185 603 357 127  98],551,5,688,3.528205128205128,20.0,0.0
195,0,195,[282 121  79 194   8],303,3,691,3.5255102040816326,0.0,0.0
196,0,196,[216   7 597 268 269],130,5,696,3.532994923857868,0.0,0.0
197,0,197,[ 25 100   7 180 423],823,4,700,3.5353535353535355,0.0,20.0
198,0,198,[471  50 546 111  88],864,4,704,3.5376884422110555,20.0,20.0
199,0,199,[151 176 568  79 318],303,5,709,3.545,0.0,0.0
200,0,200,[185 603 357 127  98],94,5,714,3.5522388059701493,20.0,0.0
201,0,201,[185 603 357 127  98],407,4,718,3.5544554455445545,20.0,0.0
202,0,202,[185 603 357  98 176],435,4,722,3.5566502463054186,0.0,0.0
203,0,203,[204 194 568 282 186],303,4,726,3.5588235294117645,0.0,0.0
204,0,204,[ 28 483 271   1   9],610,3,729,3.55609756097561,20.0,0.0
205,0,205,[ 98 588 197  79 234],497,3,732,3.5533980582524274,0.0,0.0
206,0,206,[185 357  98 176 603],747,5,737,3.5603864734299515,0.0,0.0
207,0,207,[742 100 471 300 173],768,3,740,3.5576923076923075,0.0,20.0
208,0,208,[ 79  98  69 568 172],632,4,744,3.5598086124401913,0.0,20.0
209,0,209,[185 357  98 176 603],551,5,749,3.566666666666667,0.0,0.0
210,0,210,[185 357  98 176 603],592,5,754,3.5734597156398102,0.0,0.0
211,0,211,[195 328 258 174 275],727,3,757,3.5707547169811322,0.0,20.0
212,0,212,[185 357  98 176 603],407,5,762,3.5774647887323945,0.0,0.0
213,0,213,[185 357  98 176 603],201,5,767,3.5841121495327104,0.0,0.0
214,0,214,[186   8 121 183 100],660,0,767,3.567441860465116,0.0,20.0
215,0,215,[ 28 471 200 204  56],933,3,770,3.564814814814815,0.0,0.0
216,0,216,[185 357  98 176 603],94,5,775,3.5714285714285716,0.0,0.0
217,0,217,[234  69 172  50   1],472,5,780,3.5779816513761467,20.0,40.0
218,0,218,[423 211 678 180 173],682,3,783,3.5753424657534247,0.0,0.0
219,0,219,[228  50 275  71 196],393,3,786,3.5727272727272728,20.0,20.0
220,0,220,[ 56 186   4 174   1],889,3,789,3.570135746606335,0.0,0.0
221,0,221,[100   4  56  97  70],268,3,792,3.5675675675675675,0.0,20.0
222,0,222,[185 357  98 176 603],293,5,797,3.5739910313901344,0.0,0.0
223,0,223,[195  89   8  15 245],109,3,800,3.5714285714285716,0.0,0.0
224,0,224,[185 357  98 176 603],551,5,805,3.577777777777778,0.0,0.0
225,0,225,[185 357  98 176 603],551,5,810,3.584070796460177,0.0,0.0
226,0,226,[196 127 118 588 238],94,4,814,3.5859030837004404,20.0,0.0
227,0,227,[185 357  98 176 603],276,5,819,3.5921052631578947,0.0,0.0
228,0,228,[286 185 333 546 435],268,4,823,3.593886462882096,0.0,0.0
229,0,229,[322 742 172 597  95],130,5,828,3.6,0.0,20.0
230,0,230,[423 174 288 181  71],757,3,831,3.5974025974025974,0.0,20.0
231,0,231,[ 11  71 237 271 132],130,5,836,3.603448275862069,0.0,0.0
232,0,232,[ 97 276 318  88 173],303,5,841,3.609442060085837,0.0,0.0
233,0,233,[357 185  98 176 603],880,5,846,3.6153846153846154,0.0,0.0
234,0,234,[357 185  98 176 603],561,4,850,3.617021276595745,0.0,0.0
235,0,235,[185  98 176 603 357],592,5,855,3.6228813559322033,0.0,0.0
236,0,236,[333 435 496 216 100],363,2,857,3.6160337552742616,0.0,20.0
237,0,237,[185 176  98 603 357],862,4,861,3.6176470588235294,0.0,0.0
238,0,238,[475  70 191  56  69],109,4,865,3.6192468619246863,0.0,0.0
239,0,239,[202 183 187 143 180],846,5,870,3.625,0.0,0.0
240,0,240,[196 235 186 183 496],864,5,875,3.6307053941908713,0.0,0.0
241,0,241,[185 176  98 603 196],407,5,880,3.6363636363636362,0.0,0.0
242,0,242,[175 322 282 185  70],293,1,881,3.625514403292181,0.0,0.0
243,0,243,[185 176  98 603 196],429,4,885,3.627049180327869,0.0,0.0
244,0,244,[185  98 603 196 176],551,5,890,3.63265306122449,0.0,0.0
245,0,245,[173  25 318  69 168],484,4,894,3.6341463414634148,0.0,0.0
246,0,246,[286 100 496 196 204],407,4,898,3.6356275303643724,0.0,20.0
247,0,247,[185  98 603 196 176],747,4,902,3.6370967741935485,0.0,0.0
248,0,248,[238  56 183 423 176],327,2,904,3.6305220883534135,0.0,0.0
249,0,249,[300 100 603   8 215],896,3,907,3.628,0.0,20.0
250,0,250,[185  98 603 176 173],58,4,911,3.6294820717131473,0.0,0.0
251,0,251,[ 98 603 185 176 173],846,5,916,3.634920634920635,0.0,0.0
252,0,252,[238 546 204 182 197],327,4,920,3.6363636363636362,0.0,0.0
253,0,253,[151 257  88 333 289],303,4,924,3.6377952755905514,0.0,0.0
254,0,254,[ 98 603 185 176 173],363,4,928,3.6392156862745098,0.0,0.0
255,0,255,[603 185  98 176 173],592,5,933,3.64453125,0.0,0.0
256,0,256,[603 185  98 176 173],846,5,938,3.649805447470817,0.0,0.0
257,0,257,[603 185  98 176 173],435,4,942,3.6511627906976742,0.0,0.0
258,0,258,[748 300 176 357 195],551,5,947,3.6563706563706564,0.0,0.0
259,0,259,[ 56 191 125 748 118],592,2,949,3.65,0.0,0.0
260,0,260,[748 168  89  22 289],846,4,953,3.6513409961685825,0.0,0.0
261,0,261,[185  98 176 173 603],847,2,955,3.645038167938931,0.0,0.0
262,0,262,[ 98 173 185 357 127],913,5,960,3.650190114068441,20.0,0.0
263,0,263,[121 161  56 204 181],246,2,962,3.643939393939394,0.0,20.0
264,0,264,[ 98 173 185 357 127],429,5,967,3.6490566037735848,20.0,0.0
265,0,265,[ 98 173 185 357 127],429,5,972,3.654135338345865,20.0,0.0
266,0,266,[323  89   1  12 195],250,3,975,3.651685393258427,20.0,0.0
267,0,267,[173  98 185 357 127],862,4,979,3.6529850746268657,20.0,0.0
268,0,268,[ 22 276 127 100  71],682,3,982,3.650557620817844,20.0,20.0
269,0,269,[173  98 185 127 603],299,3,985,3.6481481481481484,20.0,0.0
270,0,270,[269 257 301 202 258],276,5,990,3.6531365313653135,0.0,20.0
271,0,271,[173  98 127 313 176],758,5,995,3.6580882352941178,20.0,0.0
272,0,272,[180 742  71  25 202],276,5,1000,3.663003663003663,0.0,0.0
273,0,273,[117  11 118 282 195],592,4,1004,3.664233576642336,0.0,0.0
274,0,274,[173  98 127 313 176],58,5,1009,3.669090909090909,20.0,0.0
275,0,275,[173  98 127 313 176],758,5,1014,3.6739130434782608,20.0,0.0
276,0,276,[172  95 180  70 204],222,3,1017,3.6714801444043323,0.0,20.0
277,0,277,[173  98 127 313 176],435,5,1022,3.676258992805755,20.0,0.0
278,0,278,[ 28 286 475 151 588],763,4,1026,3.6774193548387095,0.0,0.0
279,0,279,[ 79 200 603  25 127],758,5,1031,3.682142857142857,20.0,0.0
280,0,280,[180  22 546  12 655],561,2,1033,3.676156583629893,20.0,0.0
281,0,281,[173  98 127 313 176],663,4,1037,3.6773049645390072,20.0,0.0
282,0,282,[216  89   4 185 508],429,5,1042,3.6819787985865724,0.0,0.0
283,0,283,[289 173 245 234  64],592,4,1046,3.683098591549296,20.0,0.0
284,0,284,[ 64  98 127 313 173],293,5,1051,3.687719298245614,40.0,0.0
285,0,285,[ 50  88 179 423  12],293,3,1054,3.6853146853146854,40.0,20.0
286,0,286,[603 222  96 313  50],592,4,1058,3.686411149825784,20.0,20.0
287,0,287,[313   1  98  89   7],407,5,1063,3.6909722222222223,0.0,0.0
288,0,288,[ 64  98 313 127 173],222,5,1068,3.6955017301038064,40.0,0.0
289,0,289,[ 64  98 313 127 173],94,5,1073,3.7,40.0,0.0
290,0,290,[313 271 168 748   7],130,4,1077,3.7010309278350517,0.0,0.0
291,0,291,[ 70 271 228 405 238],896,2,1079,3.6952054794520546,0.0,0.0
292,0,292,[ 64  98 313 127 173],293,5,1084,3.6996587030716723,40.0,0.0
293,0,293,[405  25  98 568 294],487,4,1088,3.7006802721088436,0.0,0.0
294,0,294,[  8 313 423   4 135],592,5,1093,3.705084745762712,0.0,0.0
295,0,295,[ 64  98 313 127 173],94,5,1098,3.7094594594594597,40.0,0.0
296,0,296,[ 22  88 655  50 257],682,4,1102,3.7104377104377106,20.0,20.0
297,0,297,[ 64  98 313 127 173],332,5,1107,3.714765100671141,40.0,0.0
298,0,298,[257 333 161  95  88],327,0,1107,3.702341137123746,0.0,0.0
299,0,299,[  8 111 403 179   1],109,4,1111,3.703333333333333,0.0,0.0
300,0,300,[186 655 151 173 168],286,4,1115,3.7043189368770766,0.0,0.0
301,0,301,[ 64  98 313 127 173],178,5,1120,3.7086092715231787,40.0,0.0
302,0,302,[ 56  64   9 276 328],867,4,1124,3.7095709570957096,20.0,0.0
303,0,303,[172 237  88  12   4],864,5,1129,3.713815789473684,20.0,20.0
304,0,304,[ 70 174  89  95  22],201,0,1129,3.7016393442622952,0.0,0.0
305,0,305,[475 118 183 301 742],592,3,1132,3.6993464052287583,0.0,0.0
306,0,306,[ 12 168 100 181  22],327,4,1136,3.7003257328990227,20.0,40.0
307,0,307,[268 191 204 185 186],222,4,1140,3.7012987012987013,0.0,0.0
308,0,308,[ 64 313  98 127 173],896,5,1145,3.705501618122977,40.0,0.0
309,0,309,[153 143 172  70 222],838,5,1150,3.7096774193548385,0.0,20.0
310,0,310,[ 64 313  98 127 173],758,5,1155,3.7138263665594855,40.0,0.0
311,0,311,[ 15 403 289  97  96],201,1,1156,3.7051282051282053,0.0,0.0
312,0,312,[183 174 403 186 265],70,5,1161,3.70926517571885,0.0,0.0
313,0,313,[271 117 125   1 273],889,3,1164,3.7070063694267517,0.0,0.0
314,0,314,[228 357 161 471 181],249,3,1167,3.704761904761905,0.0,20.0
315,0,315,[ 64 313  98 127 173],327,4,1171,3.7056962025316458,40.0,0.0
316,0,316,[313  98 127 173 176],299,4,1175,3.7066246056782335,20.0,0.0
317,0,317,[161 273 196  96  97],487,5,1180,3.710691823899371,0.0,0.0
318,0,318,[ 98 127 173 313 176],758,5,1185,3.7147335423197494,20.0,0.0
319,0,319,[204 423 228  71   9],561,1,1186,3.70625,0.0,0.0
320,0,320,[ 95  11 655 546   8],592,5,1191,3.710280373831776,0.0,0.0
321,0,321,[ 98 127 173 313 176],327,5,1196,3.7142857142857144,20.0,0.0
322,0,322,[ 98 127 173 313 176],327,5,1201,3.718266253869969,20.0,0.0
323,0,323,[258 282 161 265 179],727,3,1204,3.7160493827160495,0.0,20.0
324,0,324,[ 98 127 173 313 176],758,5,1209,3.72,20.0,0.0
325,0,325,[ 98 127 173 313 176],327,5,1214,3.723926380368098,20.0,0.0
326,0,326,[ 98 127 173 313 176],435,5,1219,3.72782874617737,20.0,0.0
327,0,327,[ 22 125 100 597 245],99,4,1223,3.7286585365853657,0.0,20.0
328,0,328,[ 71 568 258 257 202],293,2,1225,3.723404255319149,0.0,20.0
329,0,329,[ 98 127 173 313 176],435,5,1230,3.727272727272727,20.0,0.0
330,0,330,[ 98 127 173 313 176],606,5,1235,3.731117824773414,20.0,0.0
331,0,331,[181 196 405 180 179],94,4,1239,3.7319277108433737,0.0,20.0
332,0,332,[172  96  69 655 568],823,4,1243,3.7327327327327327,0.0,20.0
333,0,333,[238 215 111 175 168],916,4,1247,3.7335329341317367,0.0,0.0
334,0,334,[ 98 127 173 313 176],663,4,1251,3.734328358208955,20.0,0.0
335,0,335,[  9 204 210  98 403],201,2,1253,3.7291666666666665,0.0,0.0
336,0,336,[ 98 127 313 176 173],466,2,1255,3.7240356083086055,20.0,0.0
337,0,337,[ 98 313 127 176  96],758,5,1260,3.727810650887574,20.0,0.0
338,0,338,[ 98 313 127 176  96],407,3,1263,3.725663716814159,20.0,0.0
339,0,339,[ 82 228 144 174 194],916,3,1266,3.723529411764706,0.0,0.0
340,0,340,[ 98 313 176 127 185],94,5,1271,3.727272727272727,20.0,0.0
341,0,341,[655 174 271 273 173],896,4,1275,3.7280701754385963,0.0,0.0
342,0,342,[ 98 313 176 127 185],201,5,1280,3.7317784256559765,20.0,0.0
343,0,343,[ 96 183  79 202 405],303,5,1285,3.73546511627907,0.0,0.0
344,0,344,[ 98 313 176 127 185],610,5,1290,3.739130434782609,20.0,0.0
345,0,345,[ 98 313 176 127 185],363,4,1294,3.739884393063584,20.0,0.0
346,0,346,[  8   1 235 568 181],880,4,1298,3.7406340057636887,0.0,20.0
347,0,347,[313  98 176 127 185],747,5,1303,3.7442528735632186,20.0,0.0
